action,cycle_id,link_id,link_mbps,link_monitor,link_usage_norm,rx_mbps,rx_pps,timestamp,tx_mbps,tx_pps
ip_shuffle,20260623T083610_132258,of:0000000000000008:1 -> of:000000000000000b:6,0.002,0.0025,0.002,0.002,1.47,2026-06-23T08:36:10,0.002,1.43
ip_shuffle,20260623T083610_132258,of:0000000000000004:2 -> of:0000000000000009:2,0.002,0.0025,0.002,0.002,1.56,2026-06-23T08:36:10,0.002,1.56
ip_shuffle,20260623T083610_132258,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.001,1.33,2026-06-23T08:36:10,0.002,1.43
ip_shuffle,20260623T083610_132258,of:0000000000000009:1 -> of:000000000000000c:6,0.002,0.0025,0.002,0.002,1.47,2026-06-23T08:36:10,0.002,1.43
ip_shuffle,20260623T083714_226992,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,2.03,2026-06-23T08:37:14,0.002,2.1
ip_shuffle,20260623T083714_226992,of:0000000000000005:1 -> of:000000000000000c:5,0.002,0.0025,0.002,0.002,2.7,2026-06-23T08:37:14,0.002,2.76
ip_shuffle,20260623T083714_226992,of:000000000000000a:1 -> of:000000000000000d:6,0.002,0.0025,0.002,0.002,1.93,2026-06-23T08:37:14,0.002,1.96
ip_shuffle,20260623T083714_226992,of:000000000000000b:3 -> of:000000000000000d:2,0.002,0.0025,0.002,0.002,2.63,2026-06-23T08:37:14,0.002,2.63
ip_shuffle,20260623T083714_226992,of:000000000000000c:3 -> of:000000000000000d:3,0.002,0.0025,0.002,0.002,2.6,2026-06-23T08:37:14,0.002,2.6
ip_shuffle,20260623T083714_226992,of:0000000000000005:2 -> of:0000000000000009:3,0.002,0.0025,0.002,0.002,2.63,2026-06-23T08:37:14,0.002,2.63
ip_shuffle,20260623T083714_226992,of:0000000000000001:1 -> of:000000000000000b:1,0.002,0.0025,0.002,0.002,1.93,2026-06-23T08:37:14,0.002,2.03
ip_shuffle,20260623T083714_226992,of:000000000000000b:2 -> of:000000000000000c:2,0.002,0.0025,0.002,0.002,2.63,2026-06-23T08:37:14,0.002,2.63
ip_shuffle,20260623T083714_226992,of:0000000000000001:2 -> of:000000000000000c:1,0.002,0.0025,0.002,0.002,2.63,2026-06-23T08:37:14,0.002,2.66
ip_shuffle,20260623T083714_226992,of:0000000000000006:2 -> of:000000000000000a:2,0.002,0.0025,0.002,0.002,2.66,2026-06-23T08:37:14,0.002,2.66
ip_shuffle,20260623T083714_226992,of:0000000000000001:3 -> of:000000000000000d:1,0.003,0.00375,0.003,0.003,3.63,2026-06-23T08:37:14,0.003,3.53
ip_shuffle,20260623T083714_226992,of:0000000000000003:1 -> of:000000000000000b:5,0.002,0.0025,0.002,0.002,2.06,2026-06-23T08:37:14,0.002,1.93
ip_shuffle,20260623T083714_226992,of:0000000000000006:1 -> of:000000000000000d:4,0.003,0.00375,0.003,0.003,3.23,2026-06-23T08:37:14,0.003,3.26
ip_shuffle,20260623T083714_226992,of:0000000000000007:2 -> of:000000000000000a:3,0.002,0.0025,0.002,0.002,2.66,2026-06-23T08:37:14,0.002,2.66
ip_shuffle,20260623T083714_226992,of:0000000000000007:1 -> of:000000000000000d:5,0.002,0.0025,0.002,0.002,2.23,2026-06-23T08:37:14,0.002,2.2
ip_shuffle,20260623T083714_226992,of:0000000000000002:2 -> of:0000000000000008:2,0.002,0.0025,0.002,0.002,2.73,2026-06-23T08:37:14,0.002,2.76
ip_shuffle,20260623T083714_226992,of:0000000000000003:2 -> of:0000000000000008:3,0.002,0.0025,0.002,0.002,2.73,2026-06-23T08:37:14,0.002,2.73
ip_shuffle,20260623T083714_226992,of:0000000000000008:1 -> of:000000000000000b:6,0.002,0.0025,0.002,0.002,2.0,2026-06-23T08:37:14,0.002,2.0
ip_shuffle,20260623T083714_226992,of:0000000000000004:2 -> of:0000000000000009:2,0.002,0.0025,0.002,0.002,2.63,2026-06-23T08:37:14,0.002,2.63
ip_shuffle,20260623T083714_226992,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.002,2.06,2026-06-23T08:37:14,0.002,1.93
ip_shuffle,20260623T083714_226992,of:0000000000000009:1 -> of:000000000000000c:6,0.002,0.0025,0.002,0.002,1.93,2026-06-23T08:37:14,0.002,1.96
route_mutation,20260623T083811_876380,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,1.56,2026-06-23T08:38:11,0.002,1.56
route_mutation,20260623T083811_876380,of:0000000000000005:1 -> of:000000000000000c:5,0.002,0.0025,0.002,0.002,1.56,2026-06-23T08:38:11,0.002,1.56
route_mutation,20260623T083811_876380,of:000000000000000a:1 -> of:000000000000000d:6,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:38:11,0.001,1.36
route_mutation,20260623T083811_876380,of:000000000000000b:3 -> of:000000000000000d:2,0.002,0.0025,0.002,0.002,1.53,2026-06-23T08:38:11,0.002,1.53
route_mutation,20260623T083811_876380,of:000000000000000c:3 -> of:000000000000000d:3,0.002,0.0025,0.002,0.002,1.53,2026-06-23T08:38:11,0.002,1.53
route_mutation,20260623T083811_876380,of:0000000000000005:2 -> of:0000000000000009:3,0.002,0.0025,0.002,0.002,1.6,2026-06-23T08:38:11,0.002,1.6
route_mutation,20260623T083811_876380,of:0000000000000001:1 -> of:000000000000000b:1,0.002,0.0025,0.002,0.002,2.43,2026-06-23T08:38:11,0.002,2.43
route_mutation,20260623T083811_876380,of:000000000000000b:2 -> of:000000000000000c:2,0.002,0.0025,0.002,0.002,1.53,2026-06-23T08:38:11,0.002,1.53
route_mutation,20260623T083811_876380,of:0000000000000001:2 -> of:000000000000000c:1,0.002,0.0025,0.002,0.002,1.43,2026-06-23T08:38:11,0.002,1.43
route_mutation,20260623T083811_876380,of:0000000000000006:2 -> of:000000000000000a:2,0.001,0.00125,0.001,0.001,1.4,2026-06-23T08:38:11,0.001,1.4
route_mutation,20260623T083811_876380,of:0000000000000001:3 -> of:000000000000000d:1,0.002,0.0025,0.002,0.002,1.43,2026-06-23T08:38:11,0.002,1.43
route_mutation,20260623T083811_876380,of:0000000000000003:1 -> of:000000000000000b:5,0.002,0.0025,0.002,0.002,1.53,2026-06-23T08:38:11,0.002,1.53
route_mutation,20260623T083811_876380,of:0000000000000006:1 -> of:000000000000000d:4,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:38:11,0.001,1.36
route_mutation,20260623T083811_876380,of:0000000000000007:2 -> of:000000000000000a:3,0.001,0.00125,0.001,0.001,1.4,2026-06-23T08:38:11,0.001,1.4
route_mutation,20260623T083811_876380,of:0000000000000007:1 -> of:000000000000000d:5,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:38:11,0.001,1.36
route_mutation,20260623T083811_876380,of:0000000000000002:2 -> of:0000000000000008:2,0.001,0.00125,0.001,0.001,1.46,2026-06-23T08:38:11,0.001,1.46
route_mutation,20260623T083811_876380,of:0000000000000003:2 -> of:0000000000000008:3,0.001,0.00125,0.001,0.001,1.46,2026-06-23T08:38:11,0.001,1.46
route_mutation,20260623T083811_876380,of:0000000000000008:1 -> of:000000000000000b:6,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:38:11,0.001,1.36
route_mutation,20260623T083811_876380,of:0000000000000004:2 -> of:0000000000000009:2,0.002,0.0025,0.002,0.002,1.6,2026-06-23T08:38:11,0.002,1.6
route_mutation,20260623T083811_876380,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.002,2.33,2026-06-23T08:38:11,0.002,2.33
route_mutation,20260623T083811_876380,of:0000000000000009:1 -> of:000000000000000c:6,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:38:11,0.001,1.36
route_mutation,20260623T083842_189170,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,2.4,2026-06-23T08:38:42,0.002,2.26
route_mutation,20260623T083842_189170,of:0000000000000005:1 -> of:000000000000000c:5,0.002,0.0025,0.002,0.002,2.4,2026-06-23T08:38:42,0.002,2.26
route_mutation,20260623T083842_189170,of:000000000000000a:1 -> of:000000000000000d:6,0.002,0.0025,0.002,0.002,1.53,2026-06-23T08:38:42,0.002,1.56
route_mutation,20260623T083842_189170,of:000000000000000b:3 -> of:000000000000000d:2,0.002,0.0025,0.002,0.002,1.73,2026-06-23T08:38:42,0.002,1.76
route_mutation,20260623T083842_189170,of:000000000000000c:3 -> of:000000000000000d:3,0.002,0.0025,0.002,0.002,1.73,2026-06-23T08:38:42,0.002,1.76
route_mutation,20260623T083842_189170,of:0000000000000005:2 -> of:0000000000000009:3,0.002,0.0025,0.002,0.002,1.93,2026-06-23T08:38:42,0.002,1.93
route_mutation,20260623T083842_189170,of:0000000000000001:1 -> of:000000000000000b:1,0.002,0.0025,0.002,0.002,2.5,2026-06-23T08:38:42,0.002,2.6
route_mutation,20260623T083842_189170,of:000000000000000b:2 -> of:000000000000000c:2,0.002,0.0025,0.002,0.002,1.73,2026-06-23T08:38:42,0.002,1.73
route_mutation,20260623T083842_189170,of:0000000000000001:2 -> of:000000000000000c:1,0.003,0.00375,0.003,0.003,3.06,2026-06-23T08:38:42,0.003,3.16
route_mutation,20260623T083842_189170,of:0000000000000006:2 -> of:000000000000000a:2,0.002,0.0025,0.002,0.002,1.83,2026-06-23T08:38:42,0.002,1.83
route_mutation,20260623T083842_189170,of:0000000000000001:3 -> of:000000000000000d:1,0.002,0.0025,0.002,0.002,1.96,2026-06-23T08:38:42,0.002,1.86
route_mutation,20260623T083842_189170,of:0000000000000003:1 -> of:000000000000000b:5,0.002,0.0025,0.002,0.002,2.5,2026-06-23T08:38:42,0.002,2.4
route_mutation,20260623T083842_189170,of:0000000000000006:1 -> of:000000000000000d:4,0.002,0.0025,0.002,0.002,1.8,2026-06-23T08:38:42,0.002,1.73
route_mutation,20260623T083842_189170,of:0000000000000007:2 -> of:000000000000000a:3,0.002,0.0025,0.002,0.002,1.83,2026-06-23T08:38:42,0.002,1.83
route_mutation,20260623T083842_189170,of:0000000000000007:1 -> of:000000000000000d:5,0.002,0.0025,0.002,0.001,1.5,2026-06-23T08:38:42,0.002,1.56
route_mutation,20260623T083842_189170,of:0000000000000002:2 -> of:0000000000000008:2,0.002,0.0025,0.002,0.002,1.86,2026-06-23T08:38:42,0.002,1.86
route_mutation,20260623T083842_189170,of:0000000000000003:2 -> of:0000000000000008:3,0.002,0.0025,0.002,0.002,1.86,2026-06-23T08:38:42,0.002,1.86
route_mutation,20260623T083842_189170,of:0000000000000008:1 -> of:000000000000000b:6,0.002,0.0025,0.002,0.001,1.5,2026-06-23T08:38:42,0.002,1.53
route_mutation,20260623T083842_189170,of:0000000000000004:2 -> of:0000000000000009:2,0.002,0.0025,0.002,0.002,1.93,2026-06-23T08:38:42,0.002,1.93
route_mutation,20260623T083842_189170,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.002,1.66,2026-06-23T08:38:42,0.002,1.56
route_mutation,20260623T083842_189170,of:0000000000000009:1 -> of:000000000000000c:6,0.002,0.0025,0.002,0.002,1.53,2026-06-23T08:38:42,0.002,1.53
route_mutation,20260623T083912_554984,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,2.13,2026-06-23T08:39:12,0.002,2.23
route_mutation,20260623T083912_554984,of:0000000000000005:1 -> of:000000000000000c:5,0.002,0.0025,0.002,0.002,2.13,2026-06-23T08:39:12,0.002,2.23
route_mutation,20260623T083912_554984,of:000000000000000a:1 -> of:000000000000000d:6,0.002,0.0025,0.002,0.002,2.23,2026-06-23T08:39:12,0.002,2.23
route_mutation,20260623T083912_554984,of:000000000000000b:3 -> of:000000000000000d:2,0.002,0.0025,0.002,0.002,3.16,2026-06-23T08:39:12,0.002,3.13
route_mutation,20260623T083912_554984,of:000000000000000c:3 -> of:000000000000000d:3,0.002,0.0025,0.002,0.002,3.16,2026-06-23T08:39:12,0.002,3.13
route_mutation,20260623T083912_554984,of:0000000000000005:2 -> of:0000000000000009:3,0.002,0.0025,0.002,0.002,3.03,2026-06-23T08:39:12,0.002,3.03
route_mutation,20260623T083912_554984,of:0000000000000001:1 -> of:000000000000000b:1,0.002,0.0025,0.002,0.002,2.23,2026-06-23T08:39:12,0.002,2.16
route_mutation,20260623T083912_554984,of:000000000000000b:2 -> of:000000000000000c:2,0.002,0.0025,0.002,0.002,3.13,2026-06-23T08:39:12,0.002,3.13
route_mutation,20260623T083912_554984,of:0000000000000001:2 -> of:000000000000000c:1,0.002,0.0025,0.002,0.002,2.23,2026-06-23T08:39:12,0.002,2.16
route_mutation,20260623T083912_554984,of:0000000000000006:2 -> of:000000000000000a:2,0.002,0.0025,0.002,0.002,3.13,2026-06-23T08:39:12,0.002,3.13
route_mutation,20260623T083912_554984,of:0000000000000001:3 -> of:000000000000000d:1,0.003,0.00375,0.003,0.003,4.36,2026-06-23T08:39:12,0.003,4.4
route_mutation,20260623T083912_554984,of:0000000000000003:1 -> of:000000000000000b:5,0.002,0.0025,0.002,0.002,2.16,2026-06-23T08:39:12,0.002,2.23
route_mutation,20260623T083912_554984,of:0000000000000006:1 -> of:000000000000000d:4,0.003,0.00375,0.003,0.003,3.23,2026-06-23T08:39:12,0.003,3.36
route_mutation,20260623T083912_554984,of:0000000000000007:2 -> of:000000000000000a:3,0.002,0.0025,0.002,0.002,3.13,2026-06-23T08:39:12,0.002,3.13
route_mutation,20260623T083912_554984,of:0000000000000007:1 -> of:000000000000000d:5,0.003,0.00375,0.003,0.003,3.46,2026-06-23T08:39:12,0.003,3.33
route_mutation,20260623T083912_554984,of:0000000000000002:2 -> of:0000000000000008:2,0.002,0.0025,0.002,0.002,3.1,2026-06-23T08:39:12,0.002,3.1
route_mutation,20260623T083912_554984,of:0000000000000003:2 -> of:0000000000000008:3,0.002,0.0025,0.002,0.002,3.1,2026-06-23T08:39:12,0.002,3.1
route_mutation,20260623T083912_554984,of:0000000000000008:1 -> of:000000000000000b:6,0.002,0.0025,0.002,0.002,2.26,2026-06-23T08:39:12,0.002,2.23
route_mutation,20260623T083912_554984,of:0000000000000004:2 -> of:0000000000000009:2,0.002,0.0025,0.002,0.002,3.03,2026-06-23T08:39:12,0.002,3.03
route_mutation,20260623T083912_554984,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.002,2.16,2026-06-23T08:39:12,0.002,2.23
route_mutation,20260623T083912_554984,of:0000000000000009:1 -> of:000000000000000c:6,0.002,0.0025,0.002,0.002,2.23,2026-06-23T08:39:12,0.002,2.23
ip_shuffle,20260623T083942_858353,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,1.43,2026-06-23T08:39:42,0.001,1.37
ip_shuffle,20260623T083942_858353,of:0000000000000005:1 -> of:000000000000000c:5,0.002,0.0025,0.002,0.002,1.43,2026-06-23T08:39:42,0.001,1.37
ip_shuffle,20260623T083942_858353,of:000000000000000a:1 -> of:000000000000000d:6,0.002,0.0025,0.002,0.002,1.37,2026-06-23T08:39:42,0.001,1.33
ip_shuffle,20260623T083942_858353,of:000000000000000b:3 -> of:000000000000000d:2,0.002,0.0025,0.002,0.002,1.37,2026-06-23T08:39:42,0.002,1.37
ip_shuffle,20260623T083942_858353,of:000000000000000c:3 -> of:000000000000000d:3,0.002,0.0025,0.002,0.002,1.37,2026-06-23T08:39:42,0.002,1.37
ip_shuffle,20260623T083942_858353,of:0000000000000005:2 -> of:0000000000000009:3,0.001,0.00125,0.001,0.001,1.4,2026-06-23T08:39:42,0.001,1.4
ip_shuffle,20260623T083942_858353,of:0000000000000001:1 -> of:000000000000000b:1,0.002,0.0025,0.002,0.002,1.46,2026-06-23T08:39:42,0.002,1.4
ip_shuffle,20260623T083942_858353,of:000000000000000b:2 -> of:000000000000000c:2,0.002,0.0025,0.002,0.002,1.4,2026-06-23T08:39:42,0.002,1.4
ip_shuffle,20260623T083942_858353,of:0000000000000001:2 -> of:000000000000000c:1,0.002,0.0025,0.002,0.001,1.37,2026-06-23T08:39:42,0.002,1.4
ip_shuffle,20260623T083942_858353,of:0000000000000006:2 -> of:000000000000000a:2,0.001,0.00125,0.001,0.001,1.37,2026-06-23T08:39:42,0.001,1.37
ip_shuffle,20260623T083942_858353,of:0000000000000001:3 -> of:000000000000000d:1,0.002,0.0025,0.002,0.002,1.43,2026-06-23T08:39:42,0.002,1.56
ip_shuffle,20260623T083942_858353,of:0000000000000003:1 -> of:000000000000000b:5,0.002,0.0025,0.002,0.002,1.4,2026-06-23T08:39:42,0.001,1.37
ip_shuffle,20260623T083942_858353,of:0000000000000006:1 -> of:000000000000000d:4,0.001,0.00125,0.001,0.001,1.33,2026-06-23T08:39:42,0.001,1.27
ip_shuffle,20260623T083942_858353,of:0000000000000007:2 -> of:000000000000000a:3,0.001,0.00125,0.001,0.001,1.37,2026-06-23T08:39:42,0.001,1.37
ip_shuffle,20260623T083942_858353,of:0000000000000007:1 -> of:000000000000000d:5,0.002,0.0025,0.002,0.002,1.5,2026-06-23T08:39:42,0.002,1.56
ip_shuffle,20260623T083942_858353,of:0000000000000002:2 -> of:0000000000000008:2,0.001,0.00125,0.001,0.001,1.37,2026-06-23T08:39:42,0.001,1.37
ip_shuffle,20260623T083942_858353,of:0000000000000003:2 -> of:0000000000000008:3,0.001,0.00125,0.001,0.001,1.37,2026-06-23T08:39:42,0.001,1.37
ip_shuffle,20260623T083942_858353,of:0000000000000008:1 -> of:000000000000000b:6,0.001,0.00125,0.001,0.001,1.3,2026-06-23T08:39:42,0.001,1.3
ip_shuffle,20260623T083942_858353,of:0000000000000004:2 -> of:0000000000000009:2,0.001,0.00125,0.001,0.001,1.4,2026-06-23T08:39:42,0.001,1.4
ip_shuffle,20260623T083942_858353,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.002,1.4,2026-06-23T08:39:42,0.002,1.46
ip_shuffle,20260623T083942_858353,of:0000000000000009:1 -> of:000000000000000c:6,0.001,0.00125,0.001,0.001,1.3,2026-06-23T08:39:42,0.001,1.3
ip_shuffle,20260623T084040_504964,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,2.19,2026-06-23T08:40:40,0.002,2.09
ip_shuffle,20260623T084040_504964,of:0000000000000005:1 -> of:000000000000000c:5,0.002,0.0025,0.002,0.002,2.59,2026-06-23T08:40:40,0.002,2.49
ip_shuffle,20260623T084040_504964,of:000000000000000a:1 -> of:000000000000000d:6,0.002,0.0025,0.002,0.002,2.09,2026-06-23T08:40:40,0.002,2.09
ip_shuffle,20260623T084040_504964,of:000000000000000b:3 -> of:000000000000000d:2,0.002,0.0025,0.002,0.002,2.86,2026-06-23T08:40:40,0.002,2.86
ip_shuffle,20260623T084040_504964,of:000000000000000c:3 -> of:000000000000000d:3,0.002,0.0025,0.002,0.002,2.86,2026-06-23T08:40:40,0.002,2.86
ip_shuffle,20260623T084040_504964,of:0000000000000005:2 -> of:0000000000000009:3,0.002,0.0025,0.002,0.002,2.92,2026-06-23T08:40:40,0.002,2.92
ip_shuffle,20260623T084040_504964,of:0000000000000001:1 -> of:000000000000000b:1,0.002,0.0025,0.002,0.002,2.09,2026-06-23T08:40:40,0.002,2.19
ip_shuffle,20260623T084040_504964,of:000000000000000b:2 -> of:000000000000000c:2,0.002,0.0025,0.002,0.002,2.86,2026-06-23T08:40:40,0.002,2.86
ip_shuffle,20260623T084040_504964,of:0000000000000001:2 -> of:000000000000000c:1,0.002,0.0025,0.002,0.002,2.49,2026-06-23T08:40:40,0.002,2.59
ip_shuffle,20260623T084040_504964,of:0000000000000006:2 -> of:000000000000000a:2,0.002,0.0025,0.002,0.002,3.06,2026-06-23T08:40:40,0.002,3.06
ip_shuffle,20260623T084040_504964,of:0000000000000001:3 -> of:000000000000000d:1,0.003,0.00375,0.003,0.003,4.05,2026-06-23T08:40:40,0.003,3.92
ip_shuffle,20260623T084040_504964,of:0000000000000003:1 -> of:000000000000000b:5,0.002,0.0025,0.002,0.002,2.19,2026-06-23T08:40:40,0.002,2.09
ip_shuffle,20260623T084040_504964,of:0000000000000006:1 -> of:000000000000000d:4,0.003,0.00375,0.003,0.003,3.52,2026-06-23T08:40:40,0.003,3.39
ip_shuffle,20260623T084040_504964,of:0000000000000007:2 -> of:000000000000000a:3,0.002,0.0025,0.002,0.002,2.82,2026-06-23T08:40:40,0.002,2.82
ip_shuffle,20260623T084040_504964,of:0000000000000007:1 -> of:000000000000000d:5,0.002,0.0025,0.002,0.002,2.56,2026-06-23T08:40:40,0.002,2.53
ip_shuffle,20260623T084040_504964,of:0000000000000002:2 -> of:0000000000000008:2,0.002,0.0025,0.002,0.002,2.92,2026-06-23T08:40:40,0.002,2.92
ip_shuffle,20260623T084040_504964,of:0000000000000003:2 -> of:0000000000000008:3,0.002,0.0025,0.002,0.002,2.92,2026-06-23T08:40:40,0.002,2.92
ip_shuffle,20260623T084040_504964,of:0000000000000008:1 -> of:000000000000000b:6,0.002,0.0025,0.002,0.002,2.06,2026-06-23T08:40:40,0.002,2.09
ip_shuffle,20260623T084040_504964,of:0000000000000004:2 -> of:0000000000000009:2,0.002,0.0025,0.002,0.002,2.92,2026-06-23T08:40:40,0.002,2.92
ip_shuffle,20260623T084040_504964,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.002,2.19,2026-06-23T08:40:40,0.002,2.09
ip_shuffle,20260623T084040_504964,of:0000000000000009:1 -> of:000000000000000c:6,0.002,0.0025,0.002,0.002,2.06,2026-06-23T08:40:40,0.002,2.09
route_mutation,20260623T084144_753630,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,1.63,2026-06-23T08:41:44,0.002,1.56
route_mutation,20260623T084144_753630,of:0000000000000005:1 -> of:000000000000000c:5,0.001,0.00125,0.001,0.001,1.46,2026-06-23T08:41:44,0.001,1.43
route_mutation,20260623T084144_753630,of:000000000000000a:1 -> of:000000000000000d:6,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:41:44,0.001,1.36
route_mutation,20260623T084144_753630,of:000000000000000b:3 -> of:000000000000000d:2,0.001,0.00125,0.001,0.001,1.53,2026-06-23T08:41:44,0.001,1.53
route_mutation,20260623T084144_753630,of:000000000000000c:3 -> of:000000000000000d:3,0.001,0.00125,0.001,0.001,1.56,2026-06-23T08:41:44,0.001,1.56
route_mutation,20260623T084144_753630,of:0000000000000005:2 -> of:0000000000000009:3,0.002,0.0025,0.002,0.002,1.63,2026-06-23T08:41:44,0.002,1.63
route_mutation,20260623T084144_753630,of:0000000000000001:1 -> of:000000000000000b:1,0.003,0.00375,0.003,0.003,3.43,2026-06-23T08:41:44,0.003,3.33
route_mutation,20260623T084144_753630,of:000000000000000b:2 -> of:000000000000000c:2,0.001,0.00125,0.001,0.001,1.53,2026-06-23T08:41:44,0.001,1.53
route_mutation,20260623T084144_753630,of:0000000000000001:2 -> of:000000000000000c:1,0.001,0.00125,0.001,0.001,1.46,2026-06-23T08:41:44,0.001,1.5
route_mutation,20260623T084144_753630,of:0000000000000006:2 -> of:000000000000000a:2,0.002,0.0025,0.002,0.002,1.63,2026-06-23T08:41:44,0.002,1.63
route_mutation,20260623T084144_753630,of:0000000000000001:3 -> of:000000000000000d:1,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:41:44,0.001,1.4
route_mutation,20260623T084144_753630,of:0000000000000003:1 -> of:000000000000000b:5,0.002,0.0025,0.002,0.002,2.26,2026-06-23T08:41:44,0.002,2.36
route_mutation,20260623T084144_753630,of:0000000000000006:1 -> of:000000000000000d:4,0.001,0.00125,0.001,0.001,1.46,2026-06-23T08:41:44,0.001,1.43
route_mutation,20260623T084144_753630,of:0000000000000007:2 -> of:000000000000000a:3,0.002,0.0025,0.002,0.002,1.6,2026-06-23T08:41:44,0.002,1.6
route_mutation,20260623T084144_753630,of:0000000000000007:1 -> of:000000000000000d:5,0.001,0.00125,0.001,0.001,1.43,2026-06-23T08:41:44,0.001,1.46
route_mutation,20260623T084144_753630,of:0000000000000002:2 -> of:0000000000000008:2,0.002,0.0025,0.002,0.002,1.6,2026-06-23T08:41:44,0.002,1.6
route_mutation,20260623T084144_753630,of:0000000000000003:2 -> of:0000000000000008:3,0.002,0.0025,0.002,0.002,1.63,2026-06-23T08:41:44,0.002,1.63
route_mutation,20260623T084144_753630,of:0000000000000008:1 -> of:000000000000000b:6,0.001,0.00125,0.001,0.001,1.4,2026-06-23T08:41:44,0.001,1.43
route_mutation,20260623T084144_753630,of:0000000000000004:2 -> of:0000000000000009:2,0.002,0.0025,0.002,0.002,1.63,2026-06-23T08:41:44,0.002,1.63
route_mutation,20260623T084144_753630,of:0000000000000002:1 -> of:000000000000000b:4,0.002,0.0025,0.002,0.002,2.43,2026-06-23T08:41:44,0.002,2.39
route_mutation,20260623T084144_753630,of:0000000000000009:1 -> of:000000000000000c:6,0.001,0.00125,0.001,0.001,1.36,2026-06-23T08:41:44,0.001,1.36
ip_shuffle,20260623T084215_066495,of:0000000000000004:1 -> of:000000000000000c:4,0.002,0.0025,0.002,0.002,2.5,2026-06-23T08:42:15,0.002,2.43
ip_shuffle,20260623T084215_066495,of:0000000000000005:1 -> of:000000000000000c:5,0.002,0.0025,0.002,0.002,2.63,2026-06-23T08:42:15,0.002,2.53
ip_shuffle,20260623T084215_066495,of:000000000000000a:1 -> of:000000000000000d:6,0.002,0.0025,0.002,0.002,1.8,2026-06-23T08:42:15,0.002,1.83
ip_shuffle,20260623T084215_066495,of:000000000000000b:3 -> of:000000000000000d:2,0.002,0.0025,0.002,0.002,2.3,2026-06-23T08:42:15,0.002,2.3
ip_shuffle,20260623T084215_066495,of:000000000000000c:3 -> of:000000000000000d:3,0.002,0.0025,0.002,0.002,2.3,2026-06-23T08:42:15,0.002,2.3
ip_shuffle,20260623T084215_066495,of:0000000000000005:2 -> of:0000000000000009:3,0.002,0.0025,0.002,0.002,2.3,2026-06-23T08:42:15,0.002,2.3
ip_shuffle,20260623T084215_066495,of:0000000000000001:1 -> of:000000000000000b:1,0.002,0.0025,0.002,0.002,1.83,2026-06-23T08:42:15,0.002,2.03
ip_shuffle,20260623T084215_066495,of:000000000000000b:2 -> of:000000000000000c:2,0.002,0.0025,0.002,0.002,2.26,2026-06-23T08:42:15,0.002,2.26
ip_shuffle,20260623T084215_066495,of:0000000000000001:2 -> of:000000000000000c:1,0.003,0.00375,0.003,0.003,3.29,2026-06-23T08:42:15,0.003,3.36
